Sample	posterior	likelihood	prior	Tree.t:Ecoli_rplA.CFheight	Tree.t:Ecoli_rplA.CFlength	Tree.t:Ecoli_rplA.nConv	Tree.t:Ecoli_rplA.nUselessConvs	Tree.t:Ecoli_rplA.meanEdgeLength	Tree.t:Ecoli_rplA.meanDepartureHeight	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomEndSite	popSize.t:Ecoli_rplA	kappa.s:Ecoli_rplA	freqParameter.s:Ecoli_rplA1	freqParameter.s:Ecoli_rplA2	freqParameter.s:Ecoli_rplA3	freqParameter.s:Ecoli_rplA4
221000	-8474.370331875982	-8652.693330649108	178.3229987731267	8.52809768651761E-4	0.0028415772102717038	8	0	4.0681042749667143E-4	2.601677761676953E-4	703.0	352.5	2.0	704.0	0.0	704.0	200.5	200.5	259.0	458.5	0.0	205.0	NaN	NaN	NaN	NaN	NaN	NaN	381.0	381.0	225.0	605.0	225.0	605.0	501.0	501.0	39.0	539.0	39.0	539.0	6.0	6.0	0.0	5.0	0.0	5.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	4.235406758033226E-4	7.825801028634249	0.25397828134825445	0.23988314418700776	0.2740842463704301	0.23205432809430757
222000	-8489.431704084249	-8652.80857229722	163.37686821296984	5.282289497774252E-4	0.002231847752008363	5	0	6.711419870425273E-4	2.15006879804638E-4	704.5	352.5	0.5	704.0	1.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	183.0	183.0	0.0	182.0	0.0	182.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	235.0	235.0	28.0	262.0	28.0	262.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.003573073083704E-4	7.825801028634249	0.25397828134825445	0.23988314418700776	0.2740842463704301	0.23205432809430757
223000	-8485.210323497653	-8657.230698725605	172.02037522795214	0.0010943976580623088	0.004240067218399689	10	0	7.321362798179661E-4	5.249050599243299E-4	504.6666666666667	176.25	184.0	687.6666666666666	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	205.5	205.5	153.5	358.0	0.0	533.0	224.0	224.0	0.0	223.0	0.0	223.0	377.0	377.0	0.0	376.0	0.0	376.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	267.0	174.0	81.0	347.0	162.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	6.669177642175191E-4	4.572425989781812	0.25397828134825445	0.23988314418700776	0.2740842463704301	0.23205432809430757
224000	-8489.895741866361	-8656.834768161034	166.93902629467237	0.0010657506794303842	0.004239122052205114	8	0	7.70408785071946E-4	4.821979487490748E-4	680.0	351.0	0.0	679.0	0.0	657.0	633.0	633.0	189.0	821.0	189.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	361.0	361.0	245.0	605.0	245.0	605.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	403.0	403.0	8.0	410.0	8.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	180.0	177.0	0.0	179.0	0.0	5.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.946115124404205E-4	4.572425989781812	0.2457363150710966	0.2422098233969783	0.2740842463704301	0.23796961516149487
225000	-8475.758181273342	-8656.61631587594	180.85813460259646	0.0012894585393955255	0.004723292250159792	10	0	4.2496732122713273E-4	5.23264098533091E-4	472.6666666666667	234.0	0.0	471.6666666666667	0.0	701.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	395.0	410.0	395.0	410.0	370.0	192.0	0.0	369.0	0.0	355.0	NaN	NaN	NaN	NaN	NaN	NaN	333.0	333.0	15.0	347.0	15.0	347.0	246.33333333333334	178.5	110.66666666666667	356.0	0.0	356.0	7.871889358481392E-4	4.572425989781812	0.2457363150710966	0.2422098233969783	0.276070420484785	0.23598344104713997
226000	-8485.197144270665	-8653.46318089766	168.26603662699404	0.0011016994258399389	0.004186128743333015	9	0	4.602207105828805E-4	4.905969657577642E-4	702.0	352.0	0.0	701.0	0.0	703.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	127.0	127.0	0.0	126.0	0.0	126.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	248.5	145.0	97.0	344.5	0.0	255.0	42.0	42.0	0.0	41.0	0.0	41.0	301.0	301.0	83.0	383.0	83.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	0.0010202895107339447	4.572425989781812	0.2457363150710966	0.2422098233969783	0.276070420484785	0.23598344104713997
227000	-8483.355877083965	-8654.056190955478	170.70031387151337	0.0012226535161150816	0.003841224232097483	6	0	0.0011851331125817	5.841840789739495E-4	702.5	352.5	0.0	701.5	0.0	699.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	239.0	239.0	196.0	434.0	196.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	148.0	148.0	206.0	353.0	206.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	6.78230019755676E-4	4.572425989781812	0.2497536850881703	0.2381924533799046	0.276070420484785	0.23598344104713997
228000	-8486.803814391369	-8653.552308203783	166.7484938124152	0.0013548961055201883	0.0038754429366420237	6	0	6.206323581514544E-4	6.101221676387382E-4	559.5	352.5	0.0	558.5	0.0	413.0	NaN	NaN	NaN	NaN	NaN	NaN	91.0	91.0	0.0	90.0	0.0	90.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	263.5	145.0	171.5	434.0	145.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.955145594028806E-4	4.572425989781812	0.2497536850881703	0.2381924533799046	0.276070420484785	0.23598344104713997
229000	-8452.659877913025	-8655.27451448635	202.61463657332314	0.0016387635666117986	0.004967361236128858	12	0	2.9375552280752035E-4	4.1026819518863005E-4	365.5	235.0	196.5	561.0	393.0	704.0	702.5	274.0	37.5	739.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	605.6666666666666	303.0	0.0	604.6666666666666	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	205.0	145.0	114.66666666666667	318.6666666666667	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	7.25225536993417E-4	6.8855749457030955	0.2497536850881703	0.2381924533799046	0.276070420484785	0.23598344104713997
230000	-8450.338454938259	-8651.531300455701	201.19284551744227	0.0013174949848833264	0.0038681429028397858	10	0	5.951033711929295E-4	2.7853091664616466E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	113.0	113.0	517.0	629.0	517.0	629.0	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	338.3333333333333	217.5	96.66666666666667	434.0	290.0	434.0	275.0	275.0	136.0	410.0	136.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	170.0	170.0	187.0	356.0	187.0	356.0	0.0010202659506812113	6.8855749457030955	0.2497536850881703	0.24268811250336547	0.27157476136132414	0.23598344104713997
231000	-8470.981774713538	-8649.065113383544	178.08333867000474	0.0011412587713147684	0.00360885101944207	12	0	4.2549639878806483E-4	3.8325580978519993E-4	437.5	235.0	119.5	556.0	478.0	704.0	51.0	51.0	771.0	821.0	771.0	821.0	130.0	130.0	152.0	281.0	152.0	281.0	NaN	NaN	NaN	NaN	NaN	NaN	117.0	117.0	317.0	433.0	317.0	433.0	NaN	NaN	NaN	NaN	NaN	NaN	377.5	217.5	57.5	434.0	115.0	434.0	24.0	24.0	315.0	338.0	399.0	266.0	NaN	NaN	NaN	NaN	NaN	NaN	114.0	114.0	0.0	113.0	0.0	113.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.007250677736915E-4	6.8855749457030955	0.2537668896332526	0.24268811250336547	0.27157476136132414	0.23197023650205767
232000	-8440.844613864663	-8649.424181314502	208.57956744983852	0.0014192504193421675	0.0043153084791421464	12	0	4.877132177032398E-4	5.596020450814764E-4	500.5	235.0	171.75	671.25	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	453.0	453.0	0.0	452.0	0.0	452.0	NaN	NaN	NaN	NaN	NaN	NaN	164.0	164.0	370.0	533.0	370.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	209.5	205.5	201.5	410.0	403.0	410.0	34.0	34.0	322.0	355.0	322.0	355.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	6.035836098119269E-4	6.8855749457030955	0.2537668896332526	0.24540944399634673	0.27157476136132414	0.2292489050090764
233000	-8446.32169200176	-8654.663570879578	208.34187887781826	0.001171727902161047	0.003687869825497488	11	0	4.3072079106773947E-4	4.1254277630678427E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	252.33333333333334	157.0	151.0	402.3333333333333	0.0	285.0	606.0	606.0	0.0	605.0	0.0	605.0	242.0	242.0	298.0	539.0	298.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	261.5	217.5	173.5	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	295.0	295.0	0.0	294.0	0.0	294.0	5.855543546984768E-4	3.4674115586436165	0.2537668896332526	0.24540944399634673	0.2650477089280616	0.2357759574423389
234000	-8465.196497010433	-8657.320467610834	192.12397060040232	9.681150306937512E-4	0.0030083531058965533	7	0	3.6576088181268247E-4	4.51139890943665E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.5	217.5	0.0	347.5	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	187.0	187.0	172.0	358.0	172.0	358.0	354.0	354.0	0.0	353.0	0.0	353.0	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	6.221071825508453E-4	3.106085152611464	0.2533947776034601	0.24578155602613927	0.2650477089280616	0.2357759574423389
235000	-8485.90919246408	-8661.244286047477	175.33509358339634	0.0011731668075290651	0.003752815598942723	5	0	2.5271027117751584E-4	3.318872566002025E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.0	17.0	589.0	605.0	589.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	195.0	195.0	153.0	347.0	153.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	6.354308070242422E-4	3.106085152611464	0.2533947776034601	0.24578155602613927	0.2650477089280616	0.2357759574423389
236000	-8454.830139029902	-8657.961173348185	203.131034318283	0.0010478832766191654	0.002972068045771255	8	0	1.1391334069339527E-4	3.228258848994262E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	287.5	154.0	0.0	286.5	0.0	266.0	NaN	NaN	NaN	NaN	NaN	NaN	167.0	167.0	0.0	166.0	0.0	166.0	116.0	116.0	72.5	187.5	0.0	22.0	348.0	348.0	0.0	347.0	0.0	347.0	357.0	357.0	0.0	356.0	0.0	356.0	3.507455575595743E-4	3.106085152611464	0.2533947776034601	0.24578155602613927	0.2650477089280616	0.2357759574423389
237000	-8462.133218523444	-8660.997857430766	198.86463890732222	0.002070866317145787	0.00526259246257095	8	1	2.7359998100807324E-4	0.00109578584133045	705.0	705.0	0.0	704.0	0.0	704.0	739.0	739.0	0.0	738.0	0.0	738.0	630.0	630.0	0.0	629.0	0.0	629.0	328.0	606.0	0.0	327.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	337.0	337.0	0.0	336.0	0.0	336.0	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.102181152957558E-4	4.499754794908835	0.246699361725321	0.24578155602613927	0.27174312480620066	0.2357759574423389
238000	-8486.022958212276	-8661.91831934572	175.89536113344417	9.711776799711431E-4	0.003601332558322864	8	0	2.8157374518631047E-4	3.043085362724998E-4	705.0	705.0	0.0	704.0	0.0	704.0	505.5	274.0	32.0	536.5	64.0	252.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	212.0	212.0	223.0	434.0	223.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	38.0	38.0	316.0	353.0	316.0	353.0	48.0	48.0	300.0	347.0	300.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.67159361167697E-4	4.499754794908835	0.246699361725321	0.24497645154362074	0.2725482292887192	0.2357759574423389
239000	-8492.809848305986	-8665.594218795633	172.7843704896479	5.662344394824223E-4	0.00202702767396072	6	0	1.102458152684385E-4	1.4311701143260907E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	446.0	446.0	94.0	539.0	94.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150.0	88.5	49.333333333333336	198.33333333333334	0.0	176.0	NaN	NaN	NaN	NaN	NaN	NaN	29.0	29.0	253.0	281.0	253.0	281.0	3.028653486411347E-4	10.33981307018312	0.24560434118306132	0.24493410985014843	0.2725482292887192	0.2369133196780709
240000	-8479.932253798472	-8662.136036282423	182.20378248395204	6.935514836965753E-4	0.0024660968044727507	4	0	9.123930261205211E-5	1.5792481711169028E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	540.0	540.0	0.0	539.0	0.0	539.0	534.0	534.0	0.0	533.0	0.0	533.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	177.0	177.0	0.0	176.0	0.0	176.0	2.6473279993885203E-4	10.33981307018312	0.24560434118306132	0.24493410985014843	0.2725482292887192	0.2369133196780709
241000	-8483.662105310808	-8661.0287930495	177.36668773869073	8.933872950882635E-4	0.002955579837801226	6	0	2.4351320807429084E-4	3.0551121704159656E-4	486.0	352.5	219.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	237.0	237.0	70.0	306.0	70.0	306.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	258.5	177.0	0.0	257.5	0.0	162.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.1290666636076593E-4	10.33981307018312	0.2532733557123305	0.24297749850404457	0.2725482292887192	0.23120091649490557
242000	-8502.139322474919	-8662.151054114303	160.0117316393849	8.443143466727014E-4	0.002813695580595069	3	0	7.5652823778891E-5	1.5678545073790533E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	345.0	345.0	195.0	539.0	195.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	207.0	207.0	141.0	347.0	141.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	5.834440958565466E-4	9.969202907707533	0.2588300765537147	0.24297749850404457	0.266991508447335	0.23120091649490557
243000	-8450.60706626477	-8663.186087965174	212.57902170040398	0.0010992218412933625	0.003536150044814166	10	0	2.5071815993489175E-4	4.308353486564779E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	630.0	630.0	0.0	629.0	0.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	101.0	101.0	0.0	100.0	0.0	100.0	276.0	178.0	59.5	334.5	119.0	533.0	NaN	NaN	NaN	NaN	NaN	NaN	50.0	50.0	0.0	49.0	0.0	49.0	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	199.5	174.0	148.5	347.0	297.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.959204421012736E-4	9.969202907707533	0.2528596008077885	0.24297749850404457	0.2722442409474741	0.2319186597406926
244000	-8511.684848089988	-8666.150620687436	154.4657725974493	0.0013166640879748994	0.00475683752185954	8	0	2.8058149640918585E-4	5.580478847278597E-4	681.0	235.0	15.0	695.0	30.0	686.0	23.0	23.0	799.0	821.0	799.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	122.5	107.5	312.5	434.0	405.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	327.0	327.0	57.0	383.0	57.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	141.0	141.0	207.0	347.0	207.0	347.0	233.0	233.0	0.0	232.0	0.0	232.0	6.189905957657394E-4	9.969202907707533	0.24484286082692733	0.24373806130586173	0.2802609809283353	0.23115809693887543
245000	-8473.085187052695	-8654.236877572203	181.15169051950767	0.001160997572477439	0.003536728702286361	9	0	5.722079613349298E-4	3.8429645761472683E-4	705.0	705.0	0.0	704.0	0.0	704.0	543.0	205.5	169.33333333333334	711.3333333333334	357.0	492.0	153.0	153.0	477.0	629.0	477.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	228.0	228.0	207.0	434.0	207.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	122.0	122.0	107.0	228.0	107.0	228.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	3.891699853800296E-4	6.283763345436603	0.24484286082692733	0.24373806130586173	0.27268770832250616	0.23873136954470456
246000	-8452.3632097351	-8657.708412894508	205.34520315940867	0.0012939011924521474	0.004048430124721979	12	1	3.2556983163175543E-4	4.265023633286225E-4	430.25	176.25	241.75	671.0	611.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	85.0	85.0	545.0	629.0	545.0	629.0	377.2	202.0	228.8	605.0	505.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	228.0	228.0	207.0	434.0	207.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.505162718609317E-4	6.283763345436603	0.24484286082692733	0.24373806130586173	0.27268770832250616	0.23873136954470456
