Sample	posterior	likelihood	prior	Tree.t:Ecoli_rplA.CFheight	Tree.t:Ecoli_rplA.CFlength	Tree.t:Ecoli_rplA.nConv	Tree.t:Ecoli_rplA.nUselessConvs	Tree.t:Ecoli_rplA.meanEdgeLength	Tree.t:Ecoli_rplA.meanDepartureHeight	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomEndSite	popSize.t:Ecoli_rplA	kappa.s:Ecoli_rplA	freqParameter.s:Ecoli_rplA1	freqParameter.s:Ecoli_rplA2	freqParameter.s:Ecoli_rplA3	freqParameter.s:Ecoli_rplA4
396000	-8447.376750441013	-8653.810198069757	206.4334476287442	9.719959510627736E-4	0.0030588497420991714	9	0	1.377071550159418E-4	3.24988512219467E-4	705.0	705.0	0.0	704.0	0.0	704.0	527.0	527.0	295.0	821.0	295.0	821.0	120.0	84.0	0.0	119.0	0.0	71.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	392.0	392.0	0.0	391.0	0.0	391.0	364.0	192.0	20.0	383.0	40.0	383.0	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.730508682157469E-4	4.948134749697074	0.25128084472836887	0.2469035907461105	0.27804022360920205	0.2237753409163184
397000	-8425.426386176938	-8657.140084938357	231.7136987614191	0.0014164633409320406	0.004310169613452363	13	1	2.1929473425677098E-4	5.027689197378462E-4	705.0	705.0	0.0	704.0	0.0	704.0	119.0	119.0	703.0	821.0	703.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	446.0	202.0	51.0	496.0	102.0	605.0	20.0	20.0	0.0	19.0	0.0	19.0	NaN	NaN	NaN	NaN	NaN	NaN	271.0	145.0	77.66666666666667	347.6666666666667	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	348.0	348.0	0.0	347.0	0.0	347.0	357.0	357.0	0.0	356.0	0.0	356.0	4.3271767745232503E-4	2.8242902886822003	0.25128084472836887	0.244593281441596	0.27804022360920205	0.2260856502208329
398000	-8467.176304434577	-8653.830286947368	186.65398251279143	0.0011080940246553858	0.0032145950461316616	6	0	3.0303312564516357E-4	3.342559491180288E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	69.0	69.0	0.0	68.0	0.0	68.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	226.5	217.5	208.5	434.0	417.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	276.5	192.0	107.5	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.9475374426768667E-4	4.280798223595689	0.24935016717489125	0.244593281441596	0.27804022360920205	0.22801632777431052
399000	-8453.997248036461	-8655.79260805669	201.79536002022846	0.0015959482648856564	0.004557185101375051	9	0	2.90677559223201E-4	4.968810920834996E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.5	91.0	0.0	102.5	0.0	24.0	NaN	NaN	NaN	NaN	NaN	NaN	51.0	51.0	0.0	50.0	0.0	50.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	350.0	350.0	0.0	349.0	0.0	349.0	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5452149873602307E-4	3.154385791603782	0.24935016717489125	0.24818121500688942	0.27445229004390864	0.22801632777431052
400000	-8430.302478640428	-8652.88890889645	222.58643025602234	0.0019229007873796892	0.004742351718434333	20	0	1.5785593536162307E-4	6.510782112011365E-4	705.0	705.0	0.0	704.0	0.0	704.0	116.0	116.0	100.5	215.5	0.0	285.0	185.0	185.0	209.5	393.5	45.0	629.0	210.5	145.5	395.5	605.0	476.0	605.0	167.0	56.666666666666664	0.0	166.0	0.0	169.0	276.3333333333333	106.8	117.66666666666667	393.0	343.0	502.0	290.5	145.0	28.5	318.0	57.0	434.0	314.6666666666667	137.0	52.0	365.6666666666667	0.0	410.0	165.0	165.0	123.0	287.0	123.0	287.0	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	3.5670213723891416E-4	3.154385791603782	0.24935016717489125	0.24818121500688942	0.27445229004390864	0.22801632777431052
401000	-8458.217421652293	-8651.862950996678	193.64552934438473	7.708050274964931E-4	0.0023748179012866434	5	0	3.2493723540902867E-4	2.3357006632983198E-4	705.0	705.0	0.0	704.0	0.0	704.0	655.0	655.0	0.0	654.0	0.0	654.0	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	2.8869066071112175E-4	3.8210958974707148	0.24935016717489125	0.24818121500688942	0.27445229004390864	0.22801632777431052
402000	-8398.182428463348	-8652.85250837168	254.67007990833173	0.0012715252271350865	0.0032998257551049167	12	0	1.3041056452971667E-4	3.6047838003092054E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	181.0	181.0	0.0	180.0	0.0	180.0	184.0	184.0	0.0	183.0	0.0	183.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	123.0	123.0	147.0	269.0	0.0	155.0	354.0	354.0	0.0	353.0	0.0	353.0	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	2.9186335845846566E-4	3.8210958974707148	0.24935016717489125	0.24818121500688942	0.27445229004390864	0.22801632777431052
403000	-8442.939577380217	-8651.682993415527	208.74341603530934	0.0011832529985668122	0.003406913801755511	8	0	1.264110841783926E-4	3.9202417005285E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	109.0	109.0	0.0	108.0	0.0	108.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	255.0	255.0	99.0	353.0	99.0	353.0	187.0	187.0	0.0	186.0	0.0	186.0	NaN	NaN	NaN	NaN	NaN	NaN	2.543740300615997E-4	2.742802013674272	0.25497804005175695	0.24538781936667975	0.2716178128072526	0.22801632777431052
404000	-8445.797680664267	-8653.067421496731	207.26974083246452	0.0016136321424191358	0.003961905667433313	11	0	2.4001320479041905E-4	4.330777691908037E-4	705.0	705.0	0.0	704.0	0.0	704.0	4.0	4.0	818.0	821.0	818.0	821.0	630.0	630.0	0.0	629.0	0.0	629.0	184.0	184.0	422.0	605.0	422.0	605.0	416.5	167.0	75.5	491.0	39.0	443.0	358.0	267.0	176.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	306.0	306.0	0.0	305.0	0.0	305.0	NaN	NaN	NaN	NaN	NaN	NaN	47.0	47.0	301.0	347.0	301.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	3.9285225395056133E-4	2.742802013674272	0.2520679625976585	0.25223211253031314	0.2716178128072526	0.22408211206477557
405000	-8482.024471943043	-8653.192711636688	171.16823969364407	0.0014095170370161789	0.003686330530813051	5	0	3.856055708247979E-4	2.1445744808297067E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.0	36.0	523.0	558.0	523.0	558.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.0	35.0	322.0	356.0	322.0	356.0	6.18893427750622E-4	4.2093487419956555	0.2520679625976585	0.2506816252554705	0.2716178128072526	0.2256325993396182
406000	-8424.232849089627	-8650.29403259593	226.0611835063021	0.001407494553101961	0.004172550317263788	11	0	2.566128373008487E-4	6.04187036928748E-4	705.0	705.0	0.0	704.0	0.0	704.0	271.5	263.0	550.5	821.0	296.0	821.0	487.0	487.0	0.0	486.0	0.0	486.0	606.0	606.0	0.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	188.0	188.0	0.0	187.0	0.0	187.0	4.414037097991095E-4	4.4144255817252525	0.2520679625976585	0.2506816252554705	0.2716178128072526	0.2256325993396182
407000	-8431.91039027566	-8650.80656049819	218.89617022252978	0.0017630320261927904	0.004508367491065837	14	0	3.001213721355509E-4	7.75136144358934E-4	705.0	705.0	0.0	704.0	0.0	704.0	575.0	575.0	228.0	802.0	228.0	802.0	630.0	630.0	0.0	629.0	0.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	500.0	267.0	34.0	533.0	0.0	533.0	332.0	145.0	103.0	434.0	18.0	434.0	157.0	157.0	248.0	404.0	248.0	404.0	246.66666666666666	96.0	22.0	267.6666666666667	0.0	93.0	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.201335020367795E-4	3.007610504877086	0.2520679625976585	0.2506816252554705	0.2716178128072526	0.2256325993396182
408000	-8473.497372847833	-8652.221687774898	178.72431492706454	8.718287526929192E-4	0.002693939892253025	5	0	2.4248009922021074E-4	2.826296174602848E-4	434.5	352.5	270.5	704.0	541.0	704.0	412.5	389.0	409.5	821.0	44.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.25244337641454E-4	3.053867905138771	0.2452104096369957	0.24258010855092446	0.2797193295117987	0.23249015230028103
409000	-8463.52407531092	-8654.468544372618	190.94446906169807	7.61324823741073E-4	0.0021129602926879777	4	0	2.024650140397923E-4	2.088904056442398E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	169.0	169.0	0.0	168.0	0.0	168.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.650896913245378E-4	3.053867905138771	0.2452104096369957	0.24258010855092446	0.26986379364080254	0.24234568817127716
410000	-8477.625396277108	-8656.943620931992	179.31822465488486	9.639632135813614E-4	0.0028911197261933127	4	0	1.694778648715936E-4	1.3634412596709515E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	209.0	209.0	421.0	629.0	421.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	4.363024440469999E-4	2.4585666967651303	0.2452104096369957	0.24258010855092446	0.26986379364080254	0.24234568817127716
411000	-8462.904512052985	-8660.161118210272	197.25660615728674	0.0012483073156680862	0.0037119753176288127	8	0	3.9174517644575074E-4	4.8294243906425467E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	494.0	494.0	0.0	493.0	0.0	493.0	79.0	79.0	0.0	78.0	0.0	78.0	210.0	210.0	0.0	209.0	0.0	209.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	288.5	174.0	0.0	287.5	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.2572613570645955E-4	2.4585666967651303	0.2452104096369957	0.24258010855092446	0.26986379364080254	0.24234568817127716
412000	-8436.545408096563	-8650.679584632442	214.13417653587877	0.001094992584953761	0.0031543444154172977	7	0	2.469030678654243E-4	3.758330314491249E-4	705.0	705.0	0.0	704.0	0.0	704.0	600.0	600.0	222.0	821.0	222.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	357.0	357.0	0.0	356.0	0.0	356.0	4.902370180476474E-4	1.489117205737535	0.24556229680636774	0.24258010855092446	0.27577251923447454	0.23608507540823315
413000	-8455.84096440998	-8651.33049722474	195.48953281476133	9.429721808980739E-4	0.002720559314719588	6	0	3.521963694646389E-4	3.1942712958349574E-4	705.0	705.0	0.0	704.0	0.0	704.0	252.0	252.0	570.0	821.0	570.0	821.0	258.0	258.0	372.0	629.0	372.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.7032182285851727E-4	1.876600321583122	0.24556229680636774	0.24258010855092446	0.27577251923447454	0.23608507540823315
414000	-8458.463150594023	-8653.657263986566	195.19411339254202	0.001606907508456975	0.004770020269726465	9	0	4.310341641795542E-4	6.538841624850611E-4	705.0	705.0	0.0	704.0	0.0	704.0	142.0	142.0	176.0	317.0	176.0	317.0	552.5	315.0	0.0	551.5	0.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	391.0	267.0	0.0	390.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.1698177936296113E-4	3.5745292033066525	0.2433895079009751	0.24334107141217554	0.2779453081398672	0.23532411254698207
415000	-8459.892321706318	-8653.257547497478	193.36522579116004	0.0011867082782286368	0.00346669953133826	8	0	1.9440037086944096E-4	3.498765437577103E-4	705.0	705.0	0.0	704.0	0.0	704.0	9.0	9.0	704.0	712.0	704.0	712.0	630.0	630.0	0.0	629.0	0.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	540.0	540.0	0.0	539.0	0.0	539.0	90.0	90.0	332.0	421.0	332.0	421.0	401.0	217.5	0.0	400.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.895483481997276E-4	3.5745292033066525	0.2433895079009751	0.24334107141217554	0.2779453081398672	0.23532411254698207
416000	-8421.680223594058	-8654.303725411868	232.62350181781116	0.0015954833536977024	0.004308988769308934	12	1	1.959137742419574E-4	7.60964195948202E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	379.0	202.0	151.66666666666666	529.6666666666666	0.0	605.0	297.0	180.0	178.0	474.0	356.0	409.0	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	129.5	258.0	227.5	356.0	99.0	356.0	4.131321437695116E-4	3.288459592427389	0.2433895079009751	0.24334107141217554	0.2779453081398672	0.23532411254698207
417000	-8446.340583700461	-8651.402106720663	205.06152302020192	0.0014190407416064523	0.003856192575148809	11	0	2.832999909144368E-4	6.422783525572041E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	243.33333333333334	157.5	217.0	459.3333333333333	23.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	77.5	77.5	136.0	212.5	0.0	409.0	NaN	NaN	NaN	NaN	NaN	NaN	277.0	217.5	158.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	283.6666666666667	192.0	100.33333333333333	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.212706238354637E-4	3.288459592427389	0.2433895079009751	0.24334107141217554	0.2770914467097979	0.23617797397705134
418000	-8465.27239456683	-8652.102250229418	186.82985566258787	9.417520551476115E-4	0.0033191143266371645	10	0	3.7864314014653333E-4	3.050794105702455E-4	462.6666666666667	235.0	173.66666666666666	635.3333333333334	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	291.0	186.0	142.5	432.5	48.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	431.0	431.0	0.0	430.0	0.0	430.0	435.0	435.0	0.0	434.0	0.0	434.0	282.0	282.0	129.0	410.0	129.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	100.0	100.0	257.0	356.0	257.0	356.0	5.345897520652286E-4	4.319773422964463	0.2433895079009751	0.24334107141217554	0.2770914467097979	0.23617797397705134
419000	-8484.334338050126	-8654.323724089356	169.98938603922963	9.438555785331595E-4	0.004123629862966697	8	0	4.587961744225707E-4	3.753314222861762E-4	602.0	352.5	0.0	601.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	24.0	24.0	5.0	28.0	5.0	28.0	NaN	NaN	NaN	NaN	NaN	NaN	396.0	396.0	49.0	444.0	49.0	444.0	NaN	NaN	NaN	NaN	NaN	NaN	273.5	217.5	161.5	434.0	323.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.048643139314935E-4	4.319773422964463	0.2433895079009751	0.24334107141217554	0.2770914467097979	0.23617797397705134
420000	-8431.192660966426	-8651.310527845668	220.11786687924132	0.001093035053862233	0.004012357632499452	13	0	2.8472650112027777E-4	3.069472381672432E-4	499.0	176.25	39.333333333333336	537.3333333333334	118.0	498.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	320.5	218.0	0.0	319.5	0.0	204.0	540.0	540.0	0.0	539.0	0.0	539.0	534.0	534.0	0.0	533.0	0.0	533.0	266.5	217.5	168.5	434.0	337.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	354.0	354.0	0.0	353.0	0.0	353.0	306.0	306.0	42.0	347.0	42.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	5.906111594713686E-4	4.319773422964463	0.2433895079009751	0.24334107141217554	0.2770914467097979	0.23617797397705134
421000	-8448.147905116812	-8652.349726363975	204.20182124716226	0.0018999745366325962	0.0052004957992453265	11	0	1.7532695922185118E-4	5.355624294765474E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	324.0	324.0	282.0	605.0	282.0	605.0	445.5	270.0	94.5	539.0	189.0	539.0	297.6666666666667	178.0	236.33333333333334	533.0	0.0	533.0	322.5	217.5	112.5	434.0	225.0	434.0	330.0	330.0	0.0	329.0	0.0	329.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	196.0	196.0	0.0	195.0	0.0	195.0	NaN	NaN	NaN	NaN	NaN	NaN	6.13816182708327E-4	2.877230303265395	0.2433895079009751	0.24334107141217554	0.2770914467097979	0.23617797397705134
